ID,Accession Number,Author-Supplied Keywords,Authors,Company/Entity,Cut and Paste,DOI,Document Type,Full Text Word Count,Geographic Terms,ISSN,Notes,People,Publication Model,Reviews & Products,Source,Subject Terms,Title,UR,Full Text (y/n)
PT-0101,174570966,Assessment Collaboration Continuity Disinformation Journalism Journalists Media literacy Portugal Sustainability Teachers Training,"Foà, Caterina^1 caterina.foa@iscte-iul.pt Tomé, Vítor^1 dina.margato@gmail.com Margato, Dina^1 miguelicrespo@gmail.com Paisana, Miguel^2 vitor@rvj.pt Crespo, Miguel^1 miguel.paisana@obercom.pt Cardoso, Gustavo^1 gustavo.cardoso@iscte-iul.pt",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174570966&site=ehost-live&scope=site"">Roles of journalists in media literacy initiatives: trainees and trainers. Continuity, collaboration, and sustainability of media literacy trainings to mitigate disinformation in Portugal.</A> *Database: * Academic Search Premier",10.3145/epi.2023.nov.21,Article,,PORTUGAL,1386-6710,,,,,"El Profesional de la Información. 2023, Vol. 32 Issue 6, p1-27. 27p.",*MEDIA literacy *DISINFORMATION *JOURNALISTS *SUSTAINABILITY *TEACHER training *PSYCHOLOGICAL feedback,"Roles of journalists in media literacy initiatives: trainees and trainers. Continuity, collaboration, and sustainability of media literacy trainings to mitigate disinformation in Portugal.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174570966&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174570966&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174570966&site=ehost-live&scope=site>,n
PT-0102,164489577,"""essentially contested concepts"" Nicholas Gaskill orthogonality post-truth Richard Rorty","Fuller, Steves.w.fuller@warwick.ac.uk",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=164489577&site=ehost-live&scope=site"">Rorty Reframed: Prolegomena to a Post-truth Modernism.</A> *Database: * Academic Search Premier",10.1215/0961754X-10332775,Article,,,0961-754X,,"RORTY, Richard, 1931-2007 GASKILL, Nicholas",,,"Common Knowledge. Jan2023, Vol. 29 Issue 1, p86-101. 16p.",*PHILOSOPHY *POLITICAL oratory *HUMANISM,Rorty Reframed: Prolegomena to a Post-truth Modernism.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=164489577&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=164489577&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=164489577&site=ehost-live&scope=site>,n
PT-0103,154068111,fake news journalism post-truth democracy public sphere trust truth,"Michailidou, Asimina^1 (AUTHOR)asimina.michailidou@arena.uio.no Trenz, Hans-Jörg^2 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154068111&site=ehost- live&scope=site"">Rethinking journalism standards in the era of post- truth politics: from truth keepers to truth mediators.</A> *Database: * Academic Search Premier",10.1177/01634437211040669,Article,4891,,0163-4437,,,,,"Media, Culture & Society. Oct2021, Vol. 43 Issue 7, p1340-1349. 10p.",*JOURNALISM *FAKE news *PUBLIC sphere *JOURNALISTS *PRACTICAL politics,Rethinking journalism standards in the era of post-truth politics: from truth keepers to truth mediators.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154068111&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154068111&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=154068111&site=ehost-live&scope=site>,n
PT-0104,153431101,coronavirus Covid-19 environment new key new normal pandemic Philosophy of education postdigital,"Jandrić, Petar^1,2 Jaldemark, Jimmy^3 Hurley, Zoe^4 Bartram, Brendan^5 Matthews, Adam^6 Jopling, Michael^5 Mañero, Julia^7 MacKenzie, Alison^8 Irwin, Jones^9 Rothmüller, Ninette^10 Green, Benjamin^11 Ralston, Shane J.^12 Pyyhtinen, Olli^13 Hayes, Sarah^1 Wright, Jake^14 Peters, Michael A.^11 Tesar, Marek^15",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153431101&site=ehost- live&scope=site"">Philosophy of education in a new key: Who remembers Greta Thunberg? Education and environment after the coronavirus.</A> *Database: * Academic Search Premier",10.1080/00131857.2020.1811678,Article,,,0013-1857,,"THUNBERG, Greta, 2003- PETERS, Michael",,,"Educational Philosophy & Theory. Dec 2021, Vol. 53 Issue 14, p1421-1441. 21p.",*PHILOSOPHY of education *ENVIRONMENTAL education *COVID-19 pandemic,Philosophy of education in a new key: Who remembers Greta Thunberg? Education and environment after the coronavirus.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153431101&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153431101&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153431101&site=ehost-live&scope=site>,n
PT-0105,152229984,Anti-normativity critical theory Foucault Habermas minority post-structuralism,"Papastephanou, Marianna^1 (AUTHOR)edmari@ucy.ac.cy",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152229984&site=ehost-live&scope=site"">On (Crypto-)Normativity.</A> *Database: * Academic Search Premier",10.1080/14409917.2021.1953748,Article,,,1440-9917,,,,,"Critical Horizons. Aug2021, Vol. 22 Issue 3, p250-271. 22p.",*HUMAN beings *POLEMICS,On (Crypto-)Normativity.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152229984&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152229984&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152229984&site=ehost-live&scope=site>,y
PT-0106,131879987,Bullshit discourse financial crisis fiscal policy post-truth,"Hopkin, Jonathan^1 j.r.hopkin@lse.ac.uk Rosamond, Ben^2",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=131879987&site=ehost-live&scope=site"">Post- truth Politics, Bullshit and Bad Ideas: ‘Deficit Fetishism’ in the UK.</A> *Database: * Academic Search Premier",10.1080/13563467.2017.1373757,Article,,UNITED Kingdom,1356-3467,,,,,"New Political Economy. Dec2018, Vol. 23 Issue 6, p641-655. 15p.",*FISCAL policy *PUBLIC debts *DECISION making in economic policy *GOVERNMENT spending policy *CAPITAL movements,"Post-truth Politics, Bullshit and Bad Ideas: ‘Deficit Fetishism’ in the UK.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=131879987&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=131879987&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=131879987&site=ehost-live&scope=site>,n
PT-0107,163091210,Creative posthuman professional learning queer sexuality education,"Renold, EJ^1 renold@cf.ac.uk Timperley, Victoria^1",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=163091210&site=ehost-live&scope=site"">Once upon a crush story: transforming relationships and sexuality education with a post-qualitative art-ful praxis.</A> *Database: * Academic Search Premier",10.1080/14681811.2022.2090915,Article,4546,,1468-1811,,,,,"Sex Education. May2023, Vol. 23 Issue 3, p304-314. 11p.",*HUMAN sexuality *CREATIVE ability *SEX education,Once upon a crush story: transforming relationships and sexuality education with a post-qualitative art-ful praxis.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=163091210&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=163091210&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=163091210&site=ehost-live&scope=site>,y
PT-0108,151486618,,"Zengilowski, Allison^1 (AUTHOR) Schuetze, Brendan A.^1 (AUTHOR) Nash, Brady L.^2 (AUTHOR) Schallert, Diane L.^1 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151486618&site=ehost-live&scope=site"">A critical review of the refutation text literature: Methodological confounds, theoretical problems, and possible solutions.</A> *Database: * Academic Search Premier",10.1080/00461520.2020.1861948,Article,,,0046-1520,,,,,"Educational Psychologist. Jul-Sep2021, Vol. 56 Issue 3, p175-195. 21p. 2 Charts, 1 Graph.",*LITERATURE *DURABILITY,"A critical review of the refutation text literature: Methodological confounds, theoretical problems, and possible solutions.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151486618&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151486618&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151486618&site=ehost-live&scope=site>,n
PT-0109,159177429,,"Tscholl, Martin (AUTHOR)Martin.Tscholl@mfn.berlin Weißpflug, Maike (AUTHOR) Wedel, Marco (AUTHOR) Sturm, Ulrike (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=159177429&site=ehost-live&scope=site"">People and nature – fostering inter- and transdisciplinary collaboration for biodiversity and sustainable human interactions.</A> *Database: * Academic Search Premier",10.1080/13511610.2022.2104784,Article,1383,,1351-1610,,,,,"Innovation: The European Journal of Social Sciences. Sep2022, Vol. 35 Issue 3, p367-369. 3p.",*SOCIAL interaction *SCIENTIFIC knowledge *BIODIVERSITY *ENVIRONMENTAL organizations *EARTH (Planet),People and nature – fostering inter- and transdisciplinary collaboration for biodiversity and sustainable human interactions.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=159177429&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=159177429&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=159177429&site=ehost-live&scope=site>,y
PT-0110,175956809,,"SCHREINER, C. S.^1",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=175956809&site=ehost- live&scope=site"">Politics, Lies and Conspiracy Theories: A Cognitive Linguistic Perspective.</A> *Database: * Academic Search Premier",,Article,,,2377-0929,,"DANESI, Marcel",,"POLITICS, Lies & Conspiracy Theories: A Cognitive Linguistic Perspective (Book)","Pacific Asia Inquiry. Fall2023, Vol. 14 Issue 1, p136-144. 9p.",*CONSPIRACY theories *SOCIAL psychology *NONFICTION,"Politics, Lies and Conspiracy Theories: A Cognitive Linguistic Perspective.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=175956809&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=175956809&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=175956809&site=ehost-live&scope=site>,n
PT-0111,152634220,,"Peeters, Rik^1 (AUTHOR)rik.peeters@cide.edu Dussauge Laguna, Mauricio I.^1 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152634220&site=ehost-live&scope=site"">Acting out or playing along: A typology of citizens' low trust responses to public organizations.</A> *Database: * Academic Search Premier",10.1111/gove.12631,Article,,,0952-1895,,,,,"Governance. Oct2021, Vol. 34 Issue 4, p965-981. 17p.",*POLITICAL trust (in government) *CITIZENS *MUNICIPAL services DEVELOPING countries,Acting out or playing along: A typology of citizens' low trust responses to public organizations.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152634220&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152634220&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152634220&site=ehost-live&scope=site>,n
PT-0112,153815804,Public bureaucracy public values symbolism Trump administration Weberian re-enchantment,"Smith-Walter, Aaron^1 (AUTHOR) Angelucci, Christian^1 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153815804&site=ehost- live&scope=site"">Simulacra and spectacle: The role of negative public values in the re-enchantment of U.S. politics.</A> *Database: * Academic Search Premier",10.1080/10841806.2021.1891797,Article,9534,,1084-1806,,"TRUMP, Donald, 1946-",,,"Administrative Theory & Praxis (Taylor & Francis Ltd). Dec 2021, Vol. 43 Issue 4, p412-430. 19p.",*BUREAUCRACY *POLITICAL image *BRAND image *PUBLIC administration *PRESIDENTIAL administrations *PRACTICAL politics,Simulacra and spectacle: The role of negative public values in the re-enchantment of U.S. politics.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153815804&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153815804&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153815804&site=ehost-live&scope=site>,y
PT-0113,157790402,Data culture data worlds evidence-informed policy-making statistical literacy,"Radermacher, Walter J.^1 (AUTHOR)wjr@outlook.de",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=157790402&site=ehost- live&scope=site"">Statistical awareness promoting a data culture.</A> *Database: * Academic Search Premier",10.3233/SJI-220956,Article,6261,,1874-7655,,,,,"Statistical Journal of the IAOS. 2022, Vol. 38 Issue 2, p453-461. 9p.",*STATISTICAL literacy *CONDITIONAL expectations *CONFLICT management *CULTURE *AWARENESS,Statistical awareness promoting a data culture.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=157790402&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=157790402&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=157790402&site=ehost-live&scope=site>,y
PT-0114,135973624,bias communication media politics science,"Iyengar, Shanto^1 Massey, Douglas S.^2 dmassey@princeton.edu",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135973624&site=ehost- live&scope=site"">Scientific communication in a post-truth society.</A> *Database: * Academic Search Premier",10.1073/pnas.1805868115,Article,,,0027-8424,,,,,"Proceedings of the National Academy of Sciences of the United States of America. 4/16/2019, Vol. 116 Issue 16, p7666-7661. 6p.",*SCIENTIFIC communication *SCIENTIFIC community *SOCIAL policy *DECISION making *SCIENTIFIC knowledge,Scientific communication in a post-truth society.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135973624&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135973624&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135973624&site=ehost-live&scope=site>,n
PT-0115,173052285,B. abortus B. melitensis Brucellosis Cattle Control DIVA Eradication RB51 Serologial diagnosis Vaccine,"Blasco, J. M.^1 (AUTHOR) Moreno, E.^2 (AUTHOR) Muñoz, P. M.^1,3 (AUTHOR) Conde-Álvarez, R.^4 (AUTHOR) Moriyón, I.^4 (AUTHOR)imoriyon@unav.es",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173052285&site=ehost-live&scope=site"">A review of three decades of use of the cattle brucellosis rough vaccine Brucella abortus RB51: myths and facts.</A> *Database: * Academic Search Premier",10.1186/s12917-023-03773-3,Article,,SPAIN,1746-6148,,,,,"BMC Veterinary Research. 10/18/2023, Vol. 19 Issue 1, p1-21. 21p.",*BRUCELLA abortus *BRUCELLOSIS *CATTLE *ANIMAL tagging *SERODIAGNOSIS,A review of three decades of use of the cattle brucellosis rough vaccine Brucella abortus RB51: myths and facts.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173052285&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173052285&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173052285&site=ehost-live&scope=site>,y
PT-0116,158477661,adaptation film imperialism liberalism popular culture culture populaire impérialisme libéralisme Language of Keywords: English; French,"Rangwala, Shama (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158477661&site=ehost-live&scope=site"">Liberal Containment in Marvel Movies of the Trump Era.</A> *Database: * Academic Search Premier",10.3138/cras-2021-010,Film/Television Criticism,9802,,0007-7720,,,,BLACK Panther (Film) CAPTAIN Marvel (Film),"Canadian Review of American Studies. Summer2022, Vol. 52 Issue 2, p169-189. 21p.",*MARVEL Universe *LIBERALISM *IMPERIALISM *OPPRESSION *POPULAR culture,Liberal Containment in Marvel Movies of the Trump Era.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158477661&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158477661&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158477661&site=ehost-live&scope=site>,y
